imagine just sipping on some coffee while your car drives you to work. The future is almost here,imagine just sipping on some coffee while your car drives you to work. The future is almost here
"Driving class in 2050

Teacher: Where do your hands go?
Student: idk, in my pocket?
Teacher: congratulations, you’ve just passed your drivers test.","Driving class in 2050

Teacher: Where do your hands go?
Student: idk, in my pocket?
Teacher: congratulations, you’ve just passed your drivers test."
"Me: Finally gets drivers license
Me: Buys Telsa
My License: Am I a joke to you?","Me: Finally gets drivers license
Me: Buys Telsa
My License: Am I a joke to you?"
So if my license gets suspended could I just sit in the passenger seat while my Tesla drives me?,So if my license gets suspended could I just sit in the passenger seat while my Tesla drives me?
"I told my grandma that a ghost killed this guy and then was driving this car, she got terrified and now her faith in existence of ghosts is even stronger.","I told my grandma that a ghost killed this guy and then was driving this car, she got terrified and now her faith in existence of ghosts is even stronger."
Tarzan: the wonder car was ahead of its time.,Tarzan: the wonder car was ahead of its time.
"60 years from now
Me: back in the day, there used to be a thing called a steering wheel that let you drive cars manually. 
Great grandson: why on Mars would someone want to do that ?","60 years from now
Me: back in the day, there used to be a thing called a steering wheel that let you drive cars manually. 
Great grandson: why on Mars would someone want to do that ?"
"""stop,I need to pee""
Tesla : ""I missed the part where that's my problem""","""stop,I need to pee""
Tesla : ""I missed the part where that's my problem"""
The fact that the guy doesn't move his hand throughout the whole time-lapse.,The fact that the guy doesn't move his hand throughout the whole time-lapse.
"*set the destination*
Tesla : refuse

DETROIT BECOME HUMAN","*set the destination*
Tesla : refuse

DETROIT BECOME HUMAN"
"EA version be like: this street is locked, please buy to continue","EA version be like: this street is locked, please buy to continue"
Imagine missing a payment and then the Tesla rides back to the dealership...,Imagine missing a payment and then the Tesla rides back to the dealership...
there's not a better feeling than being in control while you drive......,there's not a better feeling than being in control while you drive......
"Finally can have this convo without getting in trouble

Police Officer: Do you know how fast you were going?
Me: I have no idea.","Finally can have this convo without getting in trouble

Police Officer: Do you know how fast you were going?
Me: I have no idea."
"can we just talk about how much of an achievement this actually is? this is completely mindblowing to me, the amount of engineering needed, the actual amount of variables that must have gone into the making of this","can we just talk about how much of an achievement this actually is? this is completely mindblowing to me, the amount of engineering needed, the actual amount of variables that must have gone into the making of this"
"Runs a red light and gets  pulled over. 
Driver: It wasn't me officer.","Runs a red light and gets  pulled over. 
Driver: It wasn't me officer."
Imagine the car become a rocket and go to Mars,Imagine the car become a rocket and go to Mars
"In America car drives you.

In soviet Russia you drive...wait...","In America car drives you.

In soviet Russia you drive...wait..."
"Next challenge :
Self driving in Indian traffic.","Next challenge :
Self driving in Indian traffic."
"Tesla: “How intelligent you want the car to be?”

Elon: “Yes.”","Tesla: “How intelligent you want the car to be?”

Elon: “Yes.”"
"I have noticed how it crossed lines, confused parked cars with traffic jam and confused bicycle line too . lol","I have noticed how it crossed lines, confused parked cars with traffic jam and confused bicycle line too . lol"
"Police: Driving license please
Me : I don't drive
Police:","Police: Driving license please
Me : I don't drive
Police:"
A few decades ago this was just a dream,A few decades ago this was just a dream
this guy should just stop stalling and make an iron man suit already...,this guy should just stop stalling and make an iron man suit already...
"Imagine when a car gets scratched by another person, the car activates it's self defense system!","Imagine when a car gets scratched by another person, the car activates it's self defense system!"
"Imagine every car on the road was self-driving, they could all have the capability of flawless instant communication, speed limits wouldnt be required, they could automatically arrange themselves in the order of max efficiency. Even if one malfunctioned, all the other cars would be able to react most accordingly faster than any human could dream of.","Imagine every car on the road was self-driving, they could all have the capability of flawless instant communication, speed limits wouldnt be required, they could automatically arrange themselves in the order of max efficiency. Even if one malfunctioned, all the other cars would be able to react most accordingly faster than any human could dream of."
And you know your a slow driver if a self driving car passes you,And you know your a slow driver if a self driving car passes you
"cop: license and registration 
you: sorry officer talk to the car","cop: license and registration 
you: sorry officer talk to the car"
"as of 10/7/2022 the full self-driving capability as shown in the video costs 15,000 dollars extra and the enhanced auto pilot which does not include the full self-driving capability costs 6000 dollars extra.","as of 10/7/2022 the full self-driving capability as shown in the video costs 15,000 dollars extra and the enhanced auto pilot which does not include the full self-driving capability costs 6000 dollars extra."
Yes! Now I can finally pass my driving test,Yes! Now I can finally pass my driving test
"2019: Full Self-Driving

ME 2019: Still don't have a Car","2019: Full Self-Driving

ME 2019: Still don't have a Car"
Imagine going to sleep and let the car take you to idk a vacation somewhere without being tired and having to pay a plane ticket,Imagine going to sleep and let the car take you to idk a vacation somewhere without being tired and having to pay a plane ticket
Just great. Imagine in how many ways it can help: talk of  getting tired and sleepy,Just great. Imagine in how many ways it can help: talk of  getting tired and sleepy
"Custom: What if I’m drunk but have no one to drive me home?

Elon Musk: Hold my beer","Custom: What if I’m drunk but have no one to drive me home?

Elon Musk: Hold my beer"
"Me: i got my drivers license when i was your age

Grandson: eeh, drivers license?","Me: i got my drivers license when i was your age

Grandson: eeh, drivers license?"
"Oh, yes, with the subsequent update, all Tesla cars will migrate to the South in winter","Oh, yes, with the subsequent update, all Tesla cars will migrate to the South in winter"
Amazing this is the future!!,Amazing this is the future!!
"Ms Puff: Spongebob is unteachable 

Tesla: hold my electricity

Thanks for the likes (edit)","Ms Puff: Spongebob is unteachable 

Tesla: hold my electricity

Thanks for the likes (edit)"
"Officer: have you been drinking 
Me: yes i have sir, but im not the one driving?","Officer: have you been drinking 
Me: yes i have sir, but im not the one driving?"
Not long before Tesla itself decides to go meet another Tesla few blocks away.,Not long before Tesla itself decides to go meet another Tesla few blocks away.
Paid for this 5 years ago. Still not got FSD. would love a refund.,Paid for this 5 years ago. Still not got FSD. would love a refund.
"Okay were just not gonna talk about this guys patience to not move or fiddle with his hands in this long ass drive? LMAO


EDIT: THANKS FOR THE LIKES!","Okay were just not gonna talk about this guys patience to not move or fiddle with his hands in this long ass drive? LMAO


EDIT: THANKS FOR THE LIKES!"
Why is nobody talking about how the guy in the driver's seat is more robot than the car is,Why is nobody talking about how the guy in the driver's seat is more robot than the car is
The next GTA is gonna be pretty boring,The next GTA is gonna be pretty boring
Imagine a world full of self driving cars and the power grid goes out one day...... Ouch,Imagine a world full of self driving cars and the power grid goes out one day...... Ouch
"The test driving license in future be like... 

""You choose wrong destination""","The test driving license in future be like... 

""You choose wrong destination"""
10 years later this vid is gonna give everyone a smile,10 years later this vid is gonna give everyone a smile
"*overtaking on the right lane
germans: wait thats illegal","*overtaking on the right lane
germans: wait thats illegal"
"microsoft: you have crashed, do you want to restart to deploy the airbag?","microsoft: you have crashed, do you want to restart to deploy the airbag?"
Wow. The first Fully Silent Driving car.,Wow. The first Fully Silent Driving car.
Fake. It's obvious the guy was controlling the steering wheel with his mind.,Fake. It's obvious the guy was controlling the steering wheel with his mind.
"Owner - Tesla where did u go .
Tesla - I went on a date with the model X","Owner - Tesla where did u go .
Tesla - I went on a date with the model X"
Imagine imagining something while you're imagining in imagination land.,Imagine imagining something while you're imagining in imagination land.
"Me: “We had to drive cars manually.”

Grandkids: *pikachu shocked meme*","Me: “We had to drive cars manually.”

Grandkids: *pikachu shocked meme*"
"Basically
Cop: do you know you were going over 35?
Guy: ask my autopilot","Basically
Cop: do you know you were going over 35?
Guy: ask my autopilot"
Imagine dying in a Tesla and your corpse starts going around town,Imagine dying in a Tesla and your corpse starts going around town
Man that shit just crazy a car driving itself,Man that shit just crazy a car driving itself
"2025: we’ve come a long way, boys","2025: we’ve come a long way, boys"
"Police : lincense plz?
driver:  this  is self driving car 
Police has left the chat","Police : lincense plz?
driver:  this  is self driving car 
Police has left the chat"
Things are about  to really start changing in the world. Excited to see what Tesla has in store for us in the future!,Things are about  to really start changing in the world. Excited to see what Tesla has in store for us in the future!
Am i the only one who is turning the volume up to hear something?,Am i the only one who is turning the volume up to hear something?
"you know what would be cheaper and safer than self driving cars? if we made these cars longer so more people can travel on a single car by as making one big car is cheaper than making a 10 microcars so people can buy a ticket instead of having to spend a fortune on buying a car and MAKE IT RUN ON RAILS to avoid accidents! OH WAIT! thats just called a proper train system like Europe has the Golden Eagle Danube Express Southeast Asia has the Eastern & Oriental Express Australia has The Ghan, Switzerland and Italy have the Bernina Express. Switzerland has the Jungfrau Railway. But for some reason USA refuses to acknowledge trains.","you know what would be cheaper and safer than self driving cars? if we made these cars longer so more people can travel on a single car by as making one big car is cheaper than making a 10 microcars so people can buy a ticket instead of having to spend a fortune on buying a car and MAKE IT RUN ON RAILS to avoid accidents! OH WAIT! thats just called a proper train system like Europe has the Golden Eagle Danube Express Southeast Asia has the Eastern & Oriental Express Australia has The Ghan, Switzerland and Italy have the Bernina Express. Switzerland has the Jungfrau Railway. But for some reason USA refuses to acknowledge trains."
I spent the whole video verifying my headphone jack until I realized the video has no sound.,I spent the whole video verifying my headphone jack until I realized the video has no sound.
It should find supercharger and plug autonomously like robot lawn mowers do.,It should find supercharger and plug autonomously like robot lawn mowers do.
The guy didn’t move much because he was held at gun point.,The guy didn’t move much because he was held at gun point.
Hello from 2022! This did not age well.,Hello from 2022! This did not age well.
The 20's are going to be a very interesting time to be alive... We are on the edge of the future,The 20's are going to be a very interesting time to be alive... We are on the edge of the future
imagine falling a sleep during the ride and when you wake up youre in heaven.,imagine falling a sleep during the ride and when you wake up youre in heaven.
If my Tesla gets pulled over for speeding do I get a gift card,If my Tesla gets pulled over for speeding do I get a gift card
"old peoples mind must be actually blown away by that, can they even believe this? my granny would probably say ""this is bullshit"" lmao","old peoples mind must be actually blown away by that, can they even believe this? my granny would probably say ""this is bullshit"" lmao"
"disclaimer: video was not sped up, this is the actual speed of a Tesla","disclaimer: video was not sped up, this is the actual speed of a Tesla"
"Driver problems then: what if I crash?
Driver problems now: what is a good wake up call when I reached my destination?","Driver problems then: what if I crash?
Driver problems now: what is a good wake up call when I reached my destination?"
You know it’s a selfdriving car when you see the speedometer hit 0 at a stop sign in California,You know it’s a selfdriving car when you see the speedometer hit 0 at a stop sign in California
I dream of the day that my great grand children will finally be able to use the Full Self-Driving I purchased.,I dream of the day that my great grand children will finally be able to use the Full Self-Driving I purchased.
Imagine if you requested uber then this car shows up outside.,Imagine if you requested uber then this car shows up outside.
"1995: we will have self driving cars!

2019: self driving cars.





1995: wait I was joking, it was supposed to be a funny meme...","1995: we will have self driving cars!

2019: self driving cars.





1995: wait I was joking, it was supposed to be a funny meme..."
Well... This fixes the no drinking and driving problem!,Well... This fixes the no drinking and driving problem!
Imagine you are trying to steal it and it takes you to police station,Imagine you are trying to steal it and it takes you to police station
Audi E-tron has left the server,Audi E-tron has left the server
This is perfect not to get a STOP SIGN tickets,This is perfect not to get a STOP SIGN tickets
Imagine if somebody stole your car and it would just drive back. Also imagine the people seeing car without anybody in it just casually driving.,Imagine if somebody stole your car and it would just drive back. Also imagine the people seeing car without anybody in it just casually driving.
It’s all fun and games until the GPS drives you into a lake,It’s all fun and games until the GPS drives you into a lake
Highway patrol; sweats in tickets,Highway patrol; sweats in tickets
When you see that it doesn't has audio but still crank up the volume to max,When you see that it doesn't has audio but still crank up the volume to max
"This is weird,  but I have this strange desire for Musk to take a page from the Mercedes C-class and have the interior adjusted for maximum sound quality. My belief is that the Bowers & Wilkins Diamond series (speakers) are the best in the market. However,  when doing a comparison between the B&W speakers in an Aston Martin vs the Mercedes C-class, people say the C-Class wins. I don't think it's because of the quality of the speakers.  In fact,  B&W diamond speakers are way better.  It's just the fact that the C-Class interior was designed with from the ground up with sound quality being paramount. It's not a side design element.  In other words, they didn't put the speakers in the standard areas,  and then simple use high quality speakers in those standard places. They put the speakers into,  sometimes,  very non- standard places for the maximum sound experience.  Obviously,  I think it would be absolutely dreamy for Musk to purchase Bowers & Wilkins for use on Tesla cars AND design the interior with absolute top sound quality as a paramount priority. B&W speakers are the choice of John Williams (composer), George Lucas (in his sound studios for reproducing super accurate sound recordings), and Abbey Road Studios (where the Star Wars sound track was created). They use the Diamond series speakers in the studio sound room for playback of the recordings.  B&W speakers are absolutely dreamy. They use real diamonds (manufactured diamonds) in the speakers. I thought it was a gimmick (""ooh diamonds.. ..."") until I heard them for myself. There's nothing like them. They are absolutely incredible. They would make the Tesla the absolute perfect riding experience. Also, it would be cool if Tesla reverse engineered the Mercedes Maybach suspension, for an incredibly smooth ride. There would be NO car on the planet offering a better riding experience.  PERIOD.","This is weird,  but I have this strange desire for Musk to take a page from the Mercedes C-class and have the interior adjusted for maximum sound quality. My belief is that the Bowers & Wilkins Diamond series (speakers) are the best in the market. However,  when doing a comparison between the B&W speakers in an Aston Martin vs the Mercedes C-class, people say the C-Class wins. I don't think it's because of the quality of the speakers.  In fact,  B&W diamond speakers are way better.  It's just the fact that the C-Class interior was designed with from the ground up with sound quality being paramount. It's not a side design element.  In other words, they didn't put the speakers in the standard areas,  and then simple use high quality speakers in those standard places. They put the speakers into,  sometimes,  very non- standard places for the maximum sound experience.  Obviously,  I think it would be absolutely dreamy for Musk to purchase Bowers & Wilkins for use on Tesla cars AND design the interior with absolute top sound quality as a paramount priority. B&W speakers are the choice of John Williams (composer), George Lucas (in his sound studios for reproducing super accurate sound recordings), and Abbey Road Studios (where the Star Wars sound track was created). They use the Diamond series speakers in the studio sound room for playback of the recordings.  B&W speakers are absolutely dreamy. They use real diamonds (manufactured diamonds) in the speakers. I thought it was a gimmick (""ooh diamonds.. ..."") until I heard them for myself. There's nothing like them. They are absolutely incredible. They would make the Tesla the absolute perfect riding experience. Also, it would be cool if Tesla reverse engineered the Mercedes Maybach suspension, for an incredibly smooth ride. There would be NO car on the planet offering a better riding experience.  PERIOD."
This guy has some gigantic balls. He didn’t touch the steering wheel the entire time.,This guy has some gigantic balls. He didn’t touch the steering wheel the entire time.
Yeah now do this on an Indian road. Then we'll talk.,Yeah now do this on an Indian road. Then we'll talk.
Remember. The CEO of Tesla once hosted meme review and rapped about Harambe.,Remember. The CEO of Tesla once hosted meme review and rapped about Harambe.
"imagine driving back to home while doing your phone
but ofc with caution","imagine driving back to home while doing your phone
but ofc with caution"
Takes the "Jesus take the wheel" saying to a whole new level,Takes the "Jesus take the wheel" saying to a whole new level
Tesla just took their game to a whole new level.,Tesla just took their game to a whole new level.
nobody gonna talk about how the dude barely moved his hands positions?? talk about self control lmao,nobody gonna talk about how the dude barely moved his hands positions?? talk about self control lmao
"I think the video is in 4x speed while the car moving in 1km/hour, that's why the sitting man is so relax","I think the video is in 4x speed while the car moving in 1km/hour, that's why the sitting man is so relax"
"I cant wait for the extra features.
Tesla: engage Road Rage mode. ""Yes sir""
Tesla: engage terrible parking mode. ""Yes sir""","I cant wait for the extra features.
Tesla: engage Road Rage mode. ""Yes sir""
Tesla: engage terrible parking mode. ""Yes sir"""
"Microsoft: makes a car
Car crashes
Also Microsoft: You have crashed. Do you want to deploy AirBags? Yes or No?","Microsoft: makes a car
Car crashes
Also Microsoft: You have crashed. Do you want to deploy AirBags? Yes or No?"
That is just insane. And that navigation panel looks so crispy and responsive. It's a great time to be alive.,That is just insane. And that navigation panel looks so crispy and responsive. It's a great time to be alive.
"Apple: Launches Apple Car
100 years later: Car runs perfectly with no defects","Apple: Launches Apple Car
100 years later: Car runs perfectly with no defects"
This is truly amazing I can’t wait to get one. Imagine getting topped off while the car drives itself life would be amazing,This is truly amazing I can’t wait to get one. Imagine getting topped off while the car drives itself life would be amazing
"Developer: how much money do you want to spend on this?
Elon Musk: YES.","Developer: how much money do you want to spend on this?
Elon Musk: YES."
"Plot twist 

The Guy is the AI and the car is a human
Problem solved","Plot twist 

The Guy is the AI and the car is a human
Problem solved"
The decade of 2020 will be very very very interesting :),The decade of 2020 will be very very very interesting :)
Imaging the car drive you to heaven with  180 km,Imaging the car drive you to heaven with  180 km
"Never need to find a parking spot, it drives around while you are gone","Never need to find a parking spot, it drives around while you are gone"
"After a deadly accident, the car automatically drives you to the hospital or grave yard","After a deadly accident, the car automatically drives you to the hospital or grave yard"
The most impressive thing is the guy who put BOTH of his hand on his knee and not even lifted them once for the whole trip. Just to prove a point.,The most impressive thing is the guy who put BOTH of his hand on his knee and not even lifted them once for the whole trip. Just to prove a point.
"That's super cool. I hope self driving systems could be not only in cars, and on motorcycles too.","That's super cool. I hope self driving systems could be not only in cars, and on motorcycles too."
"I can't wait for us to laugh at this video in a few years:

""Haha, remember when Teslas had steering wheels!""","I can't wait for us to laugh at this video in a few years:

""Haha, remember when Teslas had steering wheels!"""
"Me, a European watching people over-take others on the right side:","Me, a European watching people over-take others on the right side:"
"Self driving is amazing, till you don't pay your car bill, and the lender hits the ""Return to Dealer"" button","Self driving is amazing, till you don't pay your car bill, and the lender hits the ""Return to Dealer"" button"
Plot twist: It’s not a Timelapse.,Plot twist: It’s not a Timelapse.
"Wifi: Disconnected
Tesla: i'm gonna end this man's whole career","Wifi: Disconnected
Tesla: i'm gonna end this man's whole career"
Car: come with me if you want to live.,Car: come with me if you want to live.
this is fine but when are we getting wasd driving cars,this is fine but when are we getting wasd driving cars
"Kids: yay grandmas here.
Why isn't she getting out?

Parents:oh shit free tesla","Kids: yay grandmas here.
Why isn't she getting out?

Parents:oh shit free tesla"
I won't be impressed with technology until I can download my own food.,I won't be impressed with technology until I can download my own food.
I thought this was an April fool's joke. But then I forget this is Tesla,I thought this was an April fool's joke. But then I forget this is Tesla
But can it drive my mother in law away from my life?!,But can it drive my mother in law away from my life?!
"Its Intersting
You Can Bring it India
Fan Of You Elon Musk
Fan From Kerala God's Own Country","Its Intersting
You Can Bring it India
Fan Of You Elon Musk
Fan From Kerala God's Own Country"
Imagine if there is a mode that makes the car drift during turns,Imagine if there is a mode that makes the car drift during turns
"Range rover - here's some cool tech in our cars 


Elon Musk - hold my joint","Range rover - here's some cool tech in our cars 


Elon Musk - hold my joint"
"2019 ppl pay extra for autonomous drive
2050 ppl pau extra for non autonomous drive","2019 ppl pay extra for autonomous drive
2050 ppl pau extra for non autonomous drive"
"You know, I’m really sorry for this person & his family! But… If he was inebriated and expected FSD to get him home, he was sorely mistaken.  Sometimes it does… and sometimes it needs correction.  Besides, you can set the max speed significantly above the speed limit and above what’s safe for the road or conditions. FSD needs a hand on the wheel -always! Autonomous is still some distance into the future. Bless his soul!!","You know, I’m really sorry for this person & his family! But… If he was inebriated and expected FSD to get him home, he was sorely mistaken.  Sometimes it does… and sometimes it needs correction.  Besides, you can set the max speed significantly above the speed limit and above what’s safe for the road or conditions. FSD needs a hand on the wheel -always! Autonomous is still some distance into the future. Bless his soul!!"
"Driving schools in the future. 

- Teacher: ""Welcome to your first driving lesson"". 
- Car: ""Thank you human trash"".","Driving schools in the future. 

- Teacher: ""Welcome to your first driving lesson"". 
- Car: ""Thank you human trash""."
"Elon Musk

Hold the power of technology on one hand 
Hold the position of meme lord on the other

Absolute mad lad","Elon Musk

Hold the power of technology on one hand 
Hold the position of meme lord on the other

Absolute mad lad"
Imagine a Fast and Furious movie with only self-driving Tesla Cars,Imagine a Fast and Furious movie with only self-driving Tesla Cars
"The self driving car is getting there, but it's still not that sleek, black Pontiac so many of us want.","The self driving car is getting there, but it's still not that sleek, black Pontiac so many of us want."
Do you know how badly disabled people need this? Make a wheelchair accessible Tesla and corner the market. Peace- now off to work,Do you know how badly disabled people need this? Make a wheelchair accessible Tesla and corner the market. Peace- now off to work
The only reason the steering wheel exists is to give him a push when getting out of the car.,The only reason the steering wheel exists is to give him a push when getting out of the car.
Finally i can get hydrated without taking a designated driver to the party,Finally i can get hydrated without taking a designated driver to the party
One of awesome future car I love it and when will Tesla will release in india,One of awesome future car I love it and when will Tesla will release in india
Incredible How humans can create machines that beat them at their own game.,Incredible How humans can create machines that beat them at their own game.
Imagine falling asleep and waking up at your destination. Such an inspiring though,Imagine falling asleep and waking up at your destination. Such an inspiring though
"2050 :
ME : Back in my day we had to drive.
Son : What is this driving you speak of?","2050 :
ME : Back in my day we had to drive.
Son : What is this driving you speak of?"
"I still like driving myself.  This is a whole new level of Jesus take the wheel.  
I hope the programs are written by very intelligent people.","I still like driving myself.  This is a whole new level of Jesus take the wheel.  
I hope the programs are written by very intelligent people."
"In America, the car drives you","In America, the car drives you"
Does this means... You don't need driver license beacuse car is driving not you :D,Does this means... You don't need driver license beacuse car is driving not you :D
"Me :
Nice tesla finnaly made a timelapse of the full self driving model 3 
?shows video to my dad?
Dad: 
That's fake it's an animation and you're wrong thinking this is a self driving car 
.
I swear to God sometimes is hard to make old people believe about innovation","Me :
Nice tesla finnaly made a timelapse of the full self driving model 3 
?shows video to my dad?
Dad: 
That's fake it's an animation and you're wrong thinking this is a self driving car 
.
I swear to God sometimes is hard to make old people believe about innovation"
The guy sitting in the front must be so scared,The guy sitting in the front must be so scared
"Uber: 

Tesla: I'M ABOUT TO END THIS MAN'S WHOLE CAREER","Uber: 

Tesla: I'M ABOUT TO END THIS MAN'S WHOLE CAREER"
Plot twist: The driver is using telepathy.,Plot twist: The driver is using telepathy.
Thank you Elon and team! Please don’t get distracted by trolls. You are making history and the world needs you!,Thank you Elon and team! Please don’t get distracted by trolls. You are making history and the world needs you!
Steering wheel and pedals: Why are we still here? Just to suffer?,Steering wheel and pedals: Why are we still here? Just to suffer?
But the real question is whether or not the car can avoid potholes lol,But the real question is whether or not the car can avoid potholes lol
"Dad: here you go son your first car 
Son: oh thanks I can’t wait to drive it 
Dad: oh um u can’t drive this one it drives u
Son:","Dad: here you go son your first car 
Son: oh thanks I can’t wait to drive it 
Dad: oh um u can’t drive this one it drives u
Son:"
"Me: passes my driving test yesterday

Elon Musk: full Self driving tesla!


 OMG! 1200 likes? never had that much","Me: passes my driving test yesterday

Elon Musk: full Self driving tesla!


 OMG! 1200 likes? never had that much"
Imagine your just driving in the uk and u put on autopilot And the car stops in the middle of the M8,Imagine your just driving in the uk and u put on autopilot And the car stops in the middle of the M8
this is basically teleport. you can sleep the whole journey and wake up when arrive,this is basically teleport. you can sleep the whole journey and wake up when arrive
Elon left the comment section open just for the memes...,Elon left the comment section open just for the memes...
Congrats to the Tesla Team and Elon Musk!!,Congrats to the Tesla Team and Elon Musk!!
Imagine if the car became sentient and drove you into a building on purpose,Imagine if the car became sentient and drove you into a building on purpose
"2050: Dad, what are steering wheels, pedals and gears?  What were they for?","2050: Dad, what are steering wheels, pedals and gears?  What were they for?"
So this is what fast & furious is going to look like in the future?,So this is what fast & furious is going to look like in the future?
"""Self driving car""

Thiefs: now that is an Avengers threat level","""Self driving car""

Thiefs: now that is an Avengers threat level"
"High risk. There should be a collision system that computes and recomputes to the nanoseconds, which outcome would have the least causalities. To hit the lamp post or to hit the oncoming car or to hit the human and things.","High risk. There should be a collision system that computes and recomputes to the nanoseconds, which outcome would have the least causalities. To hit the lamp post or to hit the oncoming car or to hit the human and things."
And BMW is bragging about auto lane change,And BMW is bragging about auto lane change
Tesla Model S: "Model XXX let me see them wings flap baby",Tesla Model S: "Model XXX let me see them wings flap baby"
Imagine getting pulled over because your own car was speeding,Imagine getting pulled over because your own car was speeding
Everybody's gangsta until a cat shows up,Everybody's gangsta until a cat shows up
Imagine a high speed chase with no one in the car,Imagine a high speed chase with no one in the car
I challenge u to drive like this just for 500m in India.,I challenge u to drive like this just for 500m in India.
"Tesla to Uber

Tesla:  I'm gonna end this guy's whole career
Uber: ...","Tesla to Uber

Tesla:  I'm gonna end this guy's whole career
Uber: ..."
Plot twist: the tesla was actually moving that fast,Plot twist: the tesla was actually moving that fast
"“This video has no audio”
*Let the bodies hit the floor plays in my subconscious*","“This video has no audio”
*Let the bodies hit the floor plays in my subconscious*"
Dying to see this happening in our Indian roads full of chaos,Dying to see this happening in our Indian roads full of chaos
Seventy five dislikes. You've been shown a video of a self-driving car. Please enlighten us exactly what you disliked about it?,Seventy five dislikes. You've been shown a video of a self-driving car. Please enlighten us exactly what you disliked about it?
I dreamed i had one of these last night. I hope that's a good sign,I dreamed i had one of these last night. I hope that's a good sign
"Amazing!! Honestly, it's probably safer than the majority of drivers on the road these days.","Amazing!! Honestly, it's probably safer than the majority of drivers on the road these days."
Thats some next level shit right there,Thats some next level shit right there
"Cop: Sir, were you drinking and driving?
Driver: Nope, just drinking.","Cop: Sir, were you drinking and driving?
Driver: Nope, just drinking."
Imagine if your a kid trying to take their parents tesla and it takes you to your house,Imagine if your a kid trying to take their parents tesla and it takes you to your house
"If this Self driving works in India without any damage
Elon must be Great","If this Self driving works in India without any damage
Elon must be Great"
While incredible. It would’ve been tighter if the car parked itself at the end..,While incredible. It would’ve been tighter if the car parked itself at the end..
Imagine driving a tesla to your driver's license test,Imagine driving a tesla to your driver's license test
There are so many problems in Turkey organisation. Over 10.000 model y ordered but only 50 cars delivered. We want more cars for faster delivery,There are so many problems in Turkey organisation. Over 10.000 model y ordered but only 50 cars delivered. We want more cars for faster delivery
"Sees I robot movie

""Ah shit! here we go again""","Sees I robot movie

""Ah shit! here we go again"""
"Police : give me your license 
Tesla : hold my beer","Police : give me your license 
Tesla : hold my beer"
"1920:in 2019 we’ll have self driving cars
2019:","1920:in 2019 we’ll have self driving cars
2019:"
We almost got killed using this Tesla feature.  We were merging from from one freeway to the other.  The curve was so sharp and our Tesla did not slow down!  I not sure this is a good idea,We almost got killed using this Tesla feature.  We were merging from from one freeway to the other.  The curve was so sharp and our Tesla did not slow down!  I not sure this is a good idea
This video really needs music.  I'm sure a lot of people are turning the volumes way up and still nothing.,This video really needs music.  I'm sure a lot of people are turning the volumes way up and still nothing.
I’m gonna use this to pass my License test.,I’m gonna use this to pass my License test.
How can someone sittin there that long without doing anything.,How can someone sittin there that long without doing anything.
"The most impressive is the behavior at the crossroads. It can interpret the stop signs, assess incoming traffic, and safely proceed.
I bet I would take some weeks to feel comfortable with it.","The most impressive is the behavior at the crossroads. It can interpret the stop signs, assess incoming traffic, and safely proceed.
I bet I would take some weeks to feel comfortable with it."
"Next challenge: 
Safe driving on Russian road","Next challenge: 
Safe driving on Russian road"
"Before autopiloting, you must pray to Lord Elon and ask for his blessings.","Before autopiloting, you must pray to Lord Elon and ask for his blessings."
So basically I can nap while driving home from work while being stuck in traffic? sweet!!!,So basically I can nap while driving home from work while being stuck in traffic? sweet!!!
Drives better than most people.,Drives better than most people.
"Guys, jokes aside. This is truly amazing...","Guys, jokes aside. This is truly amazing..."
When you speed up the taxi ride in GTA,When you speed up the taxi ride in GTA
2-hour commute is productive time again,2-hour commute is productive time again
KEREN MOBILNYA TESLA ANDAIKAN AKU AKAN BELI MOBIL TESLA DEH SEMANGAT HACKER KU,"Cool Tesla's car Suppose I'll buy a Tesla car, my hacker spirit"
Imagine being able to say you worked on that software...,Imagine being able to say you worked on that software...
"Road ragers be pulling out guns to threaten the driver, but nobody’s there","Road ragers be pulling out guns to threaten the driver, but nobody’s there"
"But








Does it have a headphone jack?","But








Does it have a headphone jack?"
素晴らしいです,It's amazing
"Person: puts destination - strip club
tesla: drives you to church instead","Person: puts destination - strip club
tesla: drives you to church instead"
It's amazing how it can see the stop signs and actually stop. Some drivers dont even see it and end up crashing,It's amazing how it can see the stop signs and actually stop. Some drivers dont even see it and end up crashing
"Tesla: GPS about to drive you into a lake
Michael Scott: the machine knows","Tesla: GPS about to drive you into a lake
Michael Scott: the machine knows"
"Officer : ""License and registration please""

Tesla : ""Invalid Input""","Officer : ""License and registration please""

Tesla : ""Invalid Input"""
How to pass your drivers license 101,How to pass your drivers license 101
"If Tesla can test autonomous driving in some of the Asian countries WITHOUT any accident,  it's successful!","If Tesla can test autonomous driving in some of the Asian countries WITHOUT any accident,  it's successful!"
I love how 5 Tesla’s where next to him in the beginning,I love how 5 Tesla’s where next to him in the beginning
"This was posted 3 years ago, and Elon promised FSD cross country trip that year (actually even before that). Now it’s 2022 and we’re still waiting.","This was posted 3 years ago, and Elon promised FSD cross country trip that year (actually even before that). Now it’s 2022 and we’re still waiting."
Now let's do this in NYC.,Now let's do this in NYC.
Imagine having a heart attack and your body is been travelling throughout the town,Imagine having a heart attack and your body is been travelling throughout the town
"1950: we'll have flying cars

2019: this is even better tbh","1950: we'll have flying cars

2019: this is even better tbh"
